0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.04402918199408086,0.03666567607236189,0.10455496692439047,0.24669581585428887,0.4983601075578386,0.4392299969371141,0.25175088058645934,0.6141443020529287,0.4899617640521116,0.4276222604417337,0.30640104789474737,0.17067112493692835,0.11212600382764919,0.1755313842889607,0.1753571034719693,0.07378584088524748,0.14140587075391148,0.22340089530684348,0.32870798253310285,0.10662964062957181,-0.01977542262002563,-0.026997397488722735,0.09604664082181978,0.1002785134347025
0.07050588185797717,0.06476801632585874,0.07851337176333463,0.06762601480699693,0.029277805127645537,0.09449873120420194,0.1857060833372188,0.07457845961257623,0.17278080192823916,0.21171369657563038,0.07704287384491007,0.24500553367626635,0.04737290126707017,0.04970543533891256,0.08413246077074174,0.180428432957792,0.24668170795574867,0.2467563279318258,0.6508839279796481,0.4388453225327853,0.87379141408504,1.3929352926119678,0.4576573640976271,0.36776780965637434
0.0077790713135319906,-0.0009700079731497779,0.0030987549058636016,0.006578468108769608,0.0036944535603962297,0.0019387375881822627,0.002136596260038648,-0.003471113618621513,-0.0030735661496518185,-0.0031894271289062415,-0.007031242849412395,0.012322330769289042,-0.007602187446896502,0.011453621284892135,0.00921886182077672,-0.00018240944085118338,-0.002803244944586808,0.0024705281868805384,0.029715835177140354,0.012136933527653881,-0.01255636122106929,0.004557794327879505,0.017621108010354547,0.009974956827271952
0.013377666747984782,0.06843169641378216,0.02435967321748183,0.028739123977663115,0.03477619127323641,0.03813236000290579,0.08588362356940105,-0.016206971958727473,0.0502181824453935,-0.06298596466289696,0.024319682882543547,0.056802976067673594,0.011149920059126378,0.1068272860846784,0.02100756288324493,0.051160295524276186,0.03506962343503442,0.1446618294113157,-0.04004831638712247,0.17837472226560588,0.2516923487990742,0.08498249784092914,0.04303053816599792,0.1347087113467021
0.012570181889938956,-0.002635637793913681,0.0045712460166606045,0.006003351743068708,0.0034099850961338135,0.001551614742301477,0.0039741300457900725,0.00924370658175927,-0.007385192332173995,0.04839513738682638,-0.01477400794924097,0.0024647898169393445,0.008937577937348756,0.004084586490660763,-0.0007901063225115856,0.026502086321031598,0.022642055655813953,0.05371536522573134,0.0009357353717228678,0.04193648966725691,0.02368384364629561,0.030839578602249007,0.019337671957521563,0.015872448563196292
0.11733366363485524,-0.16013925158498732,-0.050076181462178446,0.47391560211648154,0.6773116282604391,0.8003455931924989,0.9057273026324205,0.8300022264828866,1.596263851265399,0.6836482283566376,0.5755593529066452,1.5578958181943698,0.7131079931874676,0.04021444352470738,0.6335755075020814,-0.04606566946079363,0.31914891083569197,0.4040852796886898,0.7144825989600808,0.07367336555203355,0.3445109178039767,0.13920321066615282,0.0978072708270841,0.008834303874076826
0.886120434519365,0.09352855432185653,0.27198364080958665,0.9414957535078904,1.3178470170158842,0.7594958147521191,0.6047446792769345,0.8667767490776384,1.9208135679840457,0.504364208971158,1.6725814431704793,2.4447025377529834,1.1294321422818843,1.381296642130249,2.517399522638046,0.8802567031246363,1.0204107626768186,0.8029972930808688,1.1644288666475333,0.902346232294655,0.7699739017759326,0.3152804463104266,0.08502762716376967,0.12535322895643156
0.012326916344992875,0.0005367634907578744,-0.0008426538473244038,0.0022310323935376825,-0.0032896262600002613,0.00031627481876785046,0.0001817503060420611,-0.005379208399155677,-0.018197038330152127,0.01220538659955972,0.009566507351395415,-0.0015811809237334107,0.01791387566343805,-0.0011472550908846468,0.001026919584920405,-0.017852927489166837,-0.0025763711285064217,-0.024042912234960884,0.012212364271590337,-0.010170593255677596,-0.0031874289693345215,-0.026717426792460697,0.034333582336042556,0.00298028456798613
0.039365656965246555,-0.026628047558662535,0.0315236313747719,0.021132134540308274,-0.011658604697909844,0.005648090076797313,0.010220146650293777,0.38943127817672785,0.29837199014063415,-0.10001070827373315,-0.08016190821872085,0.023871120179164457,-0.03161112606907851,-0.03904217330499138,-0.008539368220104926,0.015533313618992073,0.016218195805332486,-0.026622644929621325,0.12262435962097978,0.07630769160156306,0.2967342142880854,0.10641982651190071,0.012185658895952994,-0.030356634338557065
0.08307513997907048,0.09277745976812052,0.31241416086004564,0.3203514876380758,0.3308726829409472,0.39027984937606736,0.4056299023572461,0.5383465342621933,0.4672766966088273,0.6195896319914118,0.4400698107686125,0.35081947902984567,0.34782483017599697,0.05411816791654933,0.13763583457641052,0.200162241537853,0.28544274232825706,0.20233129087667262,0.274753185808432,0.22127593676713175,0.34364432224564284,0.15649337933767427,0.17815070885444448,0.22927725144462235
